1290
-28.6333 -2.55223 87.8964 7.61551 1 0 0 0 1 0 0 0 1 0
7.39565 6.30033 51.8217 8.36224 1 0 0 0 1 0 0 0 1 0
10.3813 24.0922 83.5618 7.58739 1 0 0 0 1 0 0 0 1 0
17.1363 7.26103 41.6671 7.95226 1 0 0 0 1 0 0 0 1 0
-27.7843 19.2886 29.922 7.73488 1 0 0 0 1 0 0 0 1 0
0.459192 7.94575 4.82679 7.59629 1 0 0 0 1 0 0 0 1 0
-30.3581 5.65058 -40.3502 8.10634 1 0 0 0 1 0 0 0 1 0
2.72844 -20.839 -4.88681 7.70116 1 0 0 0 1 0 0 0 1 0
-8.70572 -30.0949 -64.791 7.87709 1 0 0 0 1 0 0 0 1 0
-0.973742 -24.9785 -15.8465 7.79603 1 0 0 0 1 0 0 0 1 0
1.7869 -4.58655 -19.6044 8.42083 1 0 0 0 1 0 0 0 1 0
2.17377 15.0247 18.183 7.51731 1 0 0 0 1 0 0 0 1 0
34.402 -14.9985 -60.9204 8.0154 1 0 0 0 1 0 0 0 1 0
11.0839 22.2226 15.1425 8.21285 1 0 0 0 1 0 0 0 1 0
-3.33469 21.6741 -56.6619 8.15102 1 0 0 0 1 0 0 0 1 0
19.7288 25.515 -57.2014 8.12677 1 0 0 0 1 0 0 0 1 0
-16.5286 -20.4777 -33.9013 7.62293 1 0 0 0 1 0 0 0 1 0
4.75936 3.03106 25.2977 7.60983 1 0 0 0 1 0 0 0 1 0
-11.5285 -9.87996 13.3494 7.6842 1 0 0 0 1 0 0 0 1 0
-15.587 -5.03033 55.2276 8.24645 1 0 0 0 1 0 0 0 1 0
-11.8576 14.9068 -6.49475 7.6814 1 0 0 0 1 0 0 0 1 0
-15.306 2.38692 23.0025 7.91899 1 0 0 0 1 0 0 0 1 0
-7.7917 -15.4784 -94.8809 8.29554 1 0 0 0 1 0 0 0 1 0
-33.5359 3.44291 54.6675 8.17714 1 0 0 0 1 0 0 0 1 0
29.9932 -10.4795 -4.0269 7.60135 1 0 0 0 1 0 0 0 1 0
-4.60016 -6.75821 -53.5838 8.07207 1 0 0 0 1 0 0 0 1 0
-16.2249 4.96427 20.3777 7.93255 1 0 0 0 1 0 0 0 1 0
15.8356 2.11825 30.2414 7.55796 1 0 0 0 1 0 0 0 1 0
-4.3586 6.19819 45.0084 7.58166 1 0 0 0 1 0 0 0 1 0
-26.4461 21.8792 11.7323 7.73609 1 0 0 0 1 0 0 0 1 0
28.5004 -6.49573 -20.0606 7.95184 1 0 0 0 1 0 0 0 1 0
-7.60628 -3.59583 -80.4631 7.6601 1 0 0 0 1 0 0 0 1 0
-21.696 3.81961 50.386 8.08927 1 0 0 0 1 0 0 0 1 0
28.3245 -20.5582 47.8689 8.22028 1 0 0 0 1 0 0 0 1 0
-25.7755 -10.7251 -83.7574 7.56759 1 0 0 0 1 0 0 0 1 0
1.88597 -2.35817 38.3998 7.58026 1 0 0 0 1 0 0 0 1 0
8.41266 0.593545 53.6452 8.29803 1 0 0 0 1 0 0 0 1 0
-2.03777 5.73457 41.3716 8.4493 1 0 0 0 1 0 0 0 1 0
-9.63495 -18.2262 34.9761 8.00326 1 0 0 0 1 0 0 0 1 0
13.4641 2.65533 -11.3679 7.66925 1 0 0 0 1 0 0 0 1 0
13.9954 29.8432 91.7031 7.7225 1 0 0 0 1 0 0 0 1 0
-10.9399 4.03266 89.6952 7.95562 1 0 0 0 1 0 0 0 1 0
11.6832 -8.77399 -40.4341 7.7258 1 0 0 0 1 0 0 0 1 0
-0.382989 -8.3359 -6.6617 8.36942 1 0 0 0 1 0 0 0 1 0
12.5844 10.3535 26.5625 7.82493 1 0 0 0 1 0 0 0 1 0
16.4274 -26.1088 80.5209 8.22506 1 0 0 0 1 0 0 0 1 0
37.4068 1.97636 -23.1466 8.05325 1 0 0 0 1 0 0 0 1 0
4.2795 -7.37766 -55.4964 7.74681 1 0 0 0 1 0 0 0 1 0
0.516258 15.5345 5.75658 7.61035 1 0 0 0 1 0 0 0 1 0
-31.1768 -2.6125 85.1383 8.21017 1 0 0 0 1 0 0 0 1 0
-8.89445 4.17283 87.2384 7.76933 1 0 0 0 1 0 0 0 1 0
13.2874 -12.1431 2.54148 7.57075 1 0 0 0 1 0 0 0 1 0
10.96 12.7306 -56.9896 7.91935 1 0 0 0 1 0 0 0 1 0
18.2741 6.20325 93.2141 8.13613 1 0 0 0 1 0 0 0 1 0
-8.70406 -32.2189 75.3218 8.03181 1 0 0 0 1 0 0 0 1 0
