352
20.325 33.822 -79.4939 9.94955 1.10709 -0.77748 -1.47305 -1.2324 0.807528 -1.35244 0.280128 0.414082 -0.00801951 0
24.5579 30.9699 -72.7756 10.5298 -0.0585624 0.0578256 -1.99831 -1.62744 1.15967 0.0812515 0.290259 0.40711 0.00327434 0
11.0179 37.6077 -78.9688 9.20353 -1.69471 0.343809 1.00487 0.9752 -0.245751 1.72875 0.105164 0.48871 0.0101491 0
33.802 20.0828 -80.2433 9.65639 0.904624 -1.29825 1.22319 0.67796 -1.01833 -1.58221 0.412464 0.282572 -0.0051301 0
30.916 24.3994 -73.5281 9.80605 0.0585624 -0.0578256 1.99831 1.13212 -1.64675 -0.0808302 0.411923 0.283381 -0.00387154 0
37.8283 10.5351 -79.7182 10.5918 -0.336516 1.68887 -1.01709 -0.223144 0.992545 1.72194 0.489704 0.100802 0.00535656 0
31.6812 23.3493 -40.2181 11.1791 -0.721207 1.14983 -1.46893 -0.821999 1.21786 1.35688 0.418642 0.273256 0.00835347 0
24.7368 30.563 -43.1831 9.8838 -1.50686 1.0887 0.737632 0.619805 -0.40145 1.85868 0.289959 0.407244 -0.00873205 0
33.7241 20.4127 44.101 8.65007 1.02843 -1.50018 0.831733 0.482421 -0.677665 -1.8188 0.411522 0.283969 0.00334873 0
37.6332 10.9807 42.2548 9.55617 -0.408931 1.86036 -0.609782 -0.114836 0.599076 1.90471 0.488594 0.106115 -0.00391806 0
38.8623 5.38922 50.7542 9.28161 -0.33173 1.57142 1.19188 0.246183 -1.16618 1.60606 0.489218 0.103275 -0 0
25.1066 30.4025 -62.8296 11.6119 1.10252 -0.824058 1.45099 1.19644 -0.821878 -1.37588 0.290792 0.406621 0.00997515 0
20.3699 33.748 44.0726 8.2951 1.49919 -1.02692 -0.835373 -0.682398 0.481976 -1.81715 0.283588 0.411789 0.00272559 0
10.9456 37.6494 42.2264 10.7239 -1.85643 0.405179 0.624094 0.612576 -0.12002 1.90009 0.105598 0.488712 -0.00317418 0
5.39011 38.8619 50.7607 11.5502 -1.57062 0.331621 -1.19297 -1.16723 0.24645 1.60525 0.103293 0.489214 1.19495e-18 0
5.19607 38.9459 -89.7476 9.19103 1.69471 -0.343809 -1.00487 -0.984807 0.19979 -1.72923 0.0994109 0.490018 0 0
10.2985 37.9309 -96.4143 10.986 -0.0521987 0.0218545 -1.9992 -1.96088 0.389724 0.0554584 0.0975436 0.490385 0.00281387 0
5.12413 38.9761 89.6211 9.86861 -1.70724 0.341154 -0.98435 -0.965266 0.192887 1.74099 0.0979768 0.490307 -3.31225e-18 0
10.2266 37.9611 96.2878 11.6578 0.0116806 -0.0048503 -1.99996 -1.96154 0.390158 -0.0124024 0.0975451 0.490392 -0.000619597 0
38.9817 5.11058 -89.7444 10.9505 0.336516 -1.68887 1.01709 0.198754 -0.997485 -1.72207 0.49036 0.097707 4.8566e-18 0
37.9668 10.213 -96.4111 10.462 -0.0018783 0.0045304 1.99999 0.390177 -1.96157 0.00480979 0.490393 0.0975452 0.000239595 0
19.9019 33.9491 80.5039 9.58052 -0.0791994 0.0338169 1.99815 1.65512 -1.11956 0.0845508 0.279989 0.414234 0.00408724 0
34.7466 18.4308 -58.1174 10.7467 0.997144 -1.73012 -0.111328 0.0153956 0.137259 -1.99523 0.433407 0.248477 0.020438 0
31.4647 23.8319 -63.5821 8.342 0.628045 -0.960754 -1.63784 -0.945118 1.33806 -1.14732 0.411727 0.283565 -0.00845803 0
23.9829 31.163 89.8402 9.89212 1.35083 -0.904315 1.16511 0.96803 -0.64838 -1.62558 0.278184 0.415468 -5.57256e-05 0
5.82186 38.6618 -69.2212 10.627 -1.60554 0.369041 -1.13404 -1.10522 0.254039 1.64741 0.112006 0.487293 5.7083e-18 0
39.0038 5.05706 89.5954 8.59145 -0.336101 1.7061 0.988061 0.190977 -0.969429 1.73889 0.490571 0.0966423 -0 0
38.8466 5.42457 -69.9737 10.1856 -0.355752 1.6732 1.03626 0.215509 -1.0136 1.7106 0.489068 0.103984 -0 0
37.9888 10.1595 96.2621 8.88208 -0.0100049 0.0242802 1.99983 0.390084 -1.96142 0.0257655 0.490391 0.0975448 0.00126906 0
30.9468 24.4613 35.3791 10.1019 0.90004 -1.28975 -1.23551 -0.707515 1.01287 -1.57274 0.409981 0.286209 -0.000111762 0
24.3981 30.9906 35.3442 11.0771 1.28975 -0.896412 1.23814 1.01702 -0.706158 -1.57067 0.285286 0.410623 0.000112267 0
31.0501 24.0863 -90.2695 10.6316 -0.039408 0.0389084 1.99923 1.1173 -1.65792 0.0542896 0.414584 0.279486 0.00273285 0
23.9312 31.2549 -90.2727 11.123 0.039408 -0.0389084 -1.99923 -1.66233 1.11071 -0.0543835 0.277837 0.415692 -0.00261346 0
33.9937 19.8029 80.4404 11.2772 -0.0394185 0.0933023 -1.99743 -1.11559 1.65698 0.0994149 0.414873 0.279029 0.00484641 0
31.1959 23.9106 89.8145 9.89347 0.902691 -1.35637 -1.15992 -0.642409 0.965775 -1.62929 0.416268 0.276986 5.6458e-05 0
24.3463 30.9938 -24.0187 11.1813 1.27074 -0.876802 1.2714 1.04518 -0.723919 -1.54388 0.284258 0.411336 -0.000437178 0
30.6132 25.1652 -22.6723 10.3862 0.988413 -1.32728 -1.1231 -0.669449 0.901779 -1.65488 0.401161 0.298446 0.000347973 0
24.3395 31.0177 15.2652 11.1799 1.24894 -0.863071 1.30202 1.07087 -0.740615 -1.51814 0.28432 0.411293 -9.3535e-05 0
30.9347 24.4866 15.3574 8.53842 0.870953 -1.24456 -1.30096 -0.745522 1.06616 -1.51904 0.409698 0.286614 9.1445e-05 0
24.3369 31.013 -4.66172 10.2999 1.2664 -0.874601 1.27723 1.05062 -0.726292 -1.53906 0.284212 0.411368 -0.000112533 0
30.9293 24.5105 -4.31685 10.3583 0.9034 -1.28772 -1.23518 -0.708928 1.01147 -1.573 0.409366 0.287088 0.00010845 0
21.1081 33.1526 -54.8798 11.1256 1.50686 -1.0887 -0.737632 -0.583804 0.45141 -1.85887 0.294592 0.403961 0.00557753 0
11.2524 37.5058 -57.6341 11.2487 -1.79218 0.41194 0.786378 0.772327 -0.150028 1.83875 0.109429 0.487839 -0.00615948 0
5.43056 38.844 -48.4129 9.11267 -1.46401 0.311649 -1.32648 -1.29741 0.276186 1.49681 0.104104 0.489042 2.91847e-18 0
20.4717 33.7057 24.7763 10.795 1.41583 -0.983393 -1.01408 -0.835062 0.575355 -1.72384 0.284834 0.410937 -0.000823311 0
11.0533 37.6013 22.744 9.04485 -1.83628 0.396202 0.686373 0.670047 -0.14886 1.87853 0.105806 0.488676 0.00098437 0
5.55554 38.7875 31.4657 8.66843 -1.49327 0.325917 -1.28993 -1.26026 0.27506 1.52843 0.106618 0.4885 1.91175e-18 0
20.1652 33.8376 63.4457 10.1731 -1.203 0.824403 -1.36863 -1.13101 0.770685 1.45837 0.282134 0.412796 0.000659094 0
10.7372 37.7428 61.4244 11.394 -1.77305 0.374362 0.846248 0.828663 -0.171644 1.81214 0.102956 0.489285 -0.000735876 0
33.8496 20.1376 63.4015 10.5621 -0.82389 1.20235 1.36951 0.769321 -1.13301 1.45754 0.413019 0.281806 0.00106079 0
37.7549 10.7096 61.3802 9.25377 -0.374117 1.77221 -0.848117 -0.170085 0.8309 1.81126 0.48933 0.102735 -0.00117843 0
20.4055 33.7331 4.54806 10.1154 1.43731 -0.993806 -0.972879 -0.800738 0.552551 -1.74743 0.284271 0.411327 -0.000199041 0
10.9821 37.6336 2.59352 10.6081 -1.83981 0.395901 0.677026 0.661666 -0.143399 1.88192 0.105268 0.488793 0.000233951 0
5.49776 38.8138 11.2784 11.3029 -1.51178 0.326186 -1.26812 -1.2396 0.26746 1.54656 0.105455 0.488753 1.68446e-18 0
20.3477 33.7441 -34.5001 11.5967 1.48648 -1.02815 -0.85632 -0.705661 0.48511 -1.8074 0.284212 0.411367 -0.000552877 0
10.8971 37.6718 -36.9757 8.17098 -1.86605 0.397234 0.600043 0.586339 -0.127533 1.90786 0.104299 0.489 0.00063364 0
