117649
-96.000000 -96.000000 -96.000000 -0.577350 -0.577350 -0.577350
-96.000000 -96.000000 -92.000000 -0.585366 -0.585366 -0.560976
-96.000000 -96.000000 -88.000000 -0.593362 -0.593362 -0.543915
-96.000000 -96.000000 -84.000000 -0.601317 -0.601317 -0.526152
-96.000000 -96.000000 -80.000000 -0.609208 -0.609208 -0.507673
-96.000000 -96.000000 -76.000000 -0.617009 -0.617009 -0.488466
-96.000000 -96.000000 -72.000000 -0.624695 -0.624695 -0.468521
-96.000000 -96.000000 -68.000000 -0.632236 -0.632236 -0.447834
-96.000000 -96.000000 -64.000000 -0.639602 -0.639602 -0.426401
-96.000000 -96.000000 -60.000000 -0.646762 -0.646762 -0.404226
-96.000000 -96.000000 -56.000000 -0.653682 -0.653682 -0.381314
-96.000000 -96.000000 -52.000000 -0.660328 -0.660328 -0.357678
-96.000000 -96.000000 -48.000000 -0.666667 -0.666667 -0.333333
-96.000000 -96.000000 -44.000000 -0.672662 -0.672662 -0.308304
-96.000000 -96.000000 -40.000000 -0.678280 -0.678280 -0.282617
-96.000000 -96.000000 -36.000000 -0.683486 -0.683486 -0.256307
-96.000000 -96.000000 -32.000000 -0.688247 -0.688247 -0.229416
-96.000000 -96.000000 -28.000000 -0.692532 -0.692532 -0.201988
-96.000000 -96.000000 -24.000000 -0.696311 -0.696311 -0.174078
-96.000000 -96.000000 -20.000000 -0.699557 -0.699557 -0.145741
-96.000000 -96.000000 -16.000000 -0.702247 -0.702247 -0.117041
-96.000000 -96.000000 -12.000000 -0.704361 -0.704361 -0.088045
-96.000000 -96.000000 -8.000000 -0.705882 -0.705882 -0.058824
-96.000000 -96.000000 -4.000000 -0.706800 -0.706800 -0.029450
-96.000000 -96.000000 0.000000 -0.707107 -0.707107 0.000000
-96.000000 -96.000000 4.000000 -0.706800 -0.706800 0.029450
-96.000000 -96.000000 8.000000 -0.705882 -0.705882 0.058824
-96.000000 -96.000000 12.000000 -0.704361 -0.704361 0.088045
-96.000000 -96.000000 16.000000 -0.702247 -0.702247 0.117041
-96.000000 -96.000000 20.000000 -0.699557 -0.699557 0.145741
-96.000000 -96.000000 24.000000 -0.696311 -0.696311 0.174078
-96.000000 -96.000000 28.000000 -0.692532 -0.692532 0.201988
-96.000000 -96.000000 32.000000 -0.688247 -0.688247 0.229416
-96.000000 -96.000000 36.000000 -0.683486 -0.683486 0.256307
-96.000000 -96.000000 40.000000 -0.678280 -0.678280 0.282617
-96.000000 -96.000000 44.000000 -0.672662 -0.672662 0.308304
-96.000000 -96.000000 48.000000 -0.666667 -0.666667 0.333333
-96.000000 -96.000000 52.000000 -0.660328 -0.660328 0.357678
-96.000000 -96.000000 56.000000 -0.653682 -0.653682 0.381314
-96.000000 -96.000000 60.000000 -0.646762 -0.646762 0.404226
-96.000000 -96.000000 64.000000 -0.639602 -0.639602 0.426401
-96.000000 -96.000000 68.000000 -0.632236 -0.632236 0.447834
-96.000000 -96.000000 72.000000 -0.624695 -0.624695 0.468521
-96.000000 -96.000000 76.000000 -0.617009 -0.617009 0.488466
-96.000000 -96.000000 80.000000 -0.609208 -0.609208 0.507673
-96.000000 -96.000000 84.000000 -0.601317 -0.601317 0.526152
-96.000000 -96.000000 88.000000 -0.593362 -0.593362 0.543915
-96.000000 -96.000000 92.000000 -0.585366 -0.585366 0.560976
-96.000000 -96.000000 96.000000 -0.577350 -0.577350 0.577350
-96.000000 -92.000000 -96.000000 -0.585366 -0.560976 -0.585366
-96.000000 -92.000000 -92.000000 -0.593725 -0.568986 -0.568986
-96.000000 -92.000000 -88.000000 -0.602073 -0.576987 -0.551900
-96.000000 -92.000000 -84.000000 -0.610389 -0.584956 -0.534090
-96.000000 -92.000000 -80.000000 -0.618647 -0.592870 -0.515539
-96.000000 -92.000000 -76.000000 -0.626822 -0.600704 -0.496234
-96.000000 -92.000000 -72.000000 -0.634885 -0.608432 -0.476164
-96.000000 -92.000000 -68.000000 -0.642806 -0.616022 -0.455321
-96.000000 -92.000000 -64.000000 -0.650552 -0.623446 -0.433701
